id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
12791164,"Lovely Room, Great Location",48024077,Luis Daniel,,Benito Juárez,19.3823,-99.18164,Private room,459,1,3,2018-10-27,0.12,3,327
12796257,"Two bedroom Flat, close to main areas of the city.",69565218,Ariadna,,Benito Juárez,19.3817,-99.18541,Private room,191,3,1,2017-08-14,0.04,1,37
12797731,Best room for staying in CDMX,36787780,Emilia,,Benito Juárez,19.39463,-99.16345,Private room,440,1,0,,,1,0
12798025,Skyview Suite Santa Fe (Paragon Tower),69708118,Leslie & Alex,,Cuajimalpa de Morelos,19.35708,-99.27711,Entire home/apt,1759,3,23,2019-04-08,0.66,8,362
12807418,Cozy room with private bathroom/Trendy location!!,61421561,Adrian,,Miguel Hidalgo,19.40111,-99.17288,Private room,478,2,5,2017-03-14,0.14,1,0
12808012,Mexican Artcraft. Balcony flat.,25611616,Cristian,,Cuauhtémoc,19.43241,-99.13807,Entire home/apt,1223,1,228,2019-05-23,6.01,7,306
12808532,Classy and luxury loft restoration 207,25611616,Cristian,,Cuauhtémoc,19.43223,-99.13745,Entire home/apt,822,1,178,2019-05-30,4.73,7,342
12810385,Beautiful room in Polanco,4066796,Isabel,,Miguel Hidalgo,19.43921,-99.19197,Private room,459,1,41,2019-02-22,1.08,2,327
12811251,Habitación en el sur del D.F,69850003,Lucía,,Tlalpan,19.29665,-99.10459,Private room,344,1,1,2018-10-26,0.12,1,365
12811400,Espectacular loft PH zona Polanco D,52883729,Moises,,Miguel Hidalgo,19.43381,-99.21289,Entire home/apt,994,1,214,2019-06-10,5.60,2,337
12813788,"Suite 411 Arquimedes 33, 01 Rec.",61872126,Jose Luis,,Miguel Hidalgo,19.43069,-99.19238,Entire home/apt,956,7,7,2018-08-06,0.24,20,296
12813877,Dine at Award-Winning Restaurants from a Loft in Polanco,26970971,Sebi,,Miguel Hidalgo,19.43163,-99.18934,Entire home/apt,1300,2,130,2019-06-10,3.60,1,340
12814059,Lovely Studio - Roma Norte,69708118,Leslie & Alex,,Cuauhtémoc,19.41931,-99.17293,Entire home/apt,1204,2,130,2019-01-29,3.45,8,273
12814363,Hab. Individual Buena Ubicación,68690116,Patricia,,Cuajimalpa de Morelos,19.36155,-99.2942,Private room,344,6,0,,,2,364
12814395,Suites Condesa Habitación 2,69228612,Jorge,,Cuauhtémoc,19.41201,-99.17561,Private room,612,1,0,,,6,365
12814543,Suites Condesa Habitación 3,69228612,Jorge,,Cuauhtémoc,19.41253,-99.17759,Private room,1816,1,1,2016-05-22,0.03,6,365
12814651,Suites Condesa Habitación 4,69228612,Jorge,,Cuauhtémoc,19.41256,-99.17624,Private room,1434,1,0,,,6,365
12817874,Quiet room in Condesa with private bathroom,69919087,Daniel,,Cuauhtémoc,19.41026,-99.18058,Private room,344,1,32,2019-02-17,0.89,6,329
12818541,Col. Del valle sur Insurgente/ Hábitacion privada,66032372,Antonio,,Benito Juárez,19.37213,-99.17827,Private room,268,2,2,2018-04-22,0.06,1,363
12821922,Beautiful and sunny artist studio,35584312,Alejandra,,Miguel Hidalgo,19.40344,-99.17703,Entire home/apt,516,2,26,2017-12-18,0.80,1,296
12825511,Flat with amazing view - Small private room,55562619,Théo,,Benito Juárez,19.37093,-99.17029,Private room,229,1,2,2017-01-02,0.06,1,364
12826102,Departamento de ensueño en la Roma,69982368,Leonardo,,Cuauhtémoc,19.42062,-99.16503,Entire home/apt,2657,2,91,2019-05-29,2.50,1,342
12826633,Furnished Apartment in Roma Norte 1,62118966,Ivan,,Cuauhtémoc,19.41981,-99.17094,Entire home/apt,860,5,28,2019-01-01,0.76,3,234
12826898,Bonita habitación a 5min TecCDMX,69989219,Natalia,,Tlalpan,19.28557,-99.13175,Private room,306,2,5,2019-05-27,0.14,5,341
12829225,"Bright Studio Apt- Frida Kahlo house 500m,Coyoacan",31989164,Pablo,,Coyoacán,19.3529,-99.15887,Entire home/apt,879,2,116,2019-04-01,3.12,1,345
12829320,Room near the Bosque de Chapultepec and Polanco,44606105,Javier,,Miguel Hidalgo,19.41297,-99.18836,Private room,554,1,46,2018-05-25,1.27,2,0
12829492,Nicest room for 2 located by Polanco and Condesa,44606105,Javier,,Miguel Hidalgo,19.41191,-99.18797,Private room,497,1,95,2018-06-01,2.61,2,0
12830434,se renta habitación Londres ideal para estudiante,70020978,Gabriel,,Coyoacán,19.30799,-99.11389,Private room,210,1,2,2016-12-17,0.06,3,0
12831213,Urban Premium Room Capsule,37183129,Urban Oasis,,Benito Juárez,19.39005,-99.16954,Private room,287,1,108,2019-06-23,2.83,20,365
12832007,Apartment connected with Mex City,56754264,Marcelo,,Benito Juárez,19.36994,-99.15278,Entire home/apt,497,7,4,2018-08-15,0.12,2,0
12832308,"Cozy 1BR Apt, in a historic house. Reforma area.",9557015,Erika,,Cuauhtémoc,19.43265,-99.16318,Entire home/apt,1109,2,29,2019-03-31,0.82,12,353
12834816,Cozy Apartment  Excellent Location,37266397,Alonso,,Benito Juárez,19.36959,-99.18139,Entire home/apt,726,5,21,2019-03-17,0.64,4,358
12835167,¡Fantastic apartment in the heart of Colonia Roma!,38864554,Maria Jose,,Cuauhtémoc,19.4196,-99.16086,Entire home/apt,994,4,23,2019-01-04,0.62,3,296
12837463,Depto dos recámaras x el hospital 20 de noviembre,50833171,Myriam Y Jesús Hernández,,Benito Juárez,19.37012,-99.17051,Entire home/apt,459,1,19,2019-05-26,0.56,4,358
12842631,Lovely Blue-White Apto w/balcony,3382004,Claudia,,Benito Juárez,19.38746,-99.18571,Entire home/apt,593,1,0,,,1,358
12845814,Encantadora habitación,69989219,Natalia,,Tlalpan,19.28546,-99.13234,Private room,306,1,2,2019-04-06,0.06,5,365
12848100,LOFT SUITE,70178179,Signature Suites,,Cuajimalpa de Morelos,19.35728,-99.27105,Private room,1644,1,3,2018-12-07,0.16,4,365
12854751,"Nice LOFT, Best Business & Tourism",26005047,Michelle,,Miguel Hidalgo,19.43099,-99.19212,Entire home/apt,1147,2,82,2019-05-31,2.18,3,364
12856656,Prívate Room in Col. valle,70236577,Sara,,Benito Juárez,19.36648,-99.17704,Private room,421,1,5,2017-01-14,0.14,1,363
12865834,Ciudad de Mexico State of the Art HOUSE in Polanco,42940416,Enrique,,Miguel Hidalgo,19.43311,-99.19925,Entire home/apt,14338,7,1,2019-02-27,0.25,1,365
12867139,Cozy Apartment in Centric Area - Narvarte,34404653,Fernando,,Benito Juárez,19.3885,-99.15396,Entire home/apt,803,4,47,2019-05-03,1.31,3,89
12868857,Cómodo y muy céntrico departamento,50742191,Alejandra,,Cuauhtémoc,19.41831,-99.15063,Entire home/apt,784,2,3,2018-10-19,0.11,7,365
12871264,Room w/ private bathroom & balcony,41769787,Tan & Alan,,Cuauhtémoc,19.41236,-99.16629,Private room,516,4,47,2019-06-14,1.27,1,172
12873845,HERMOSA PRIVADA COLONIAL EN LA SAN RAFAEL,58718617,Rebeca,,Cuauhtémoc,19.43773,-99.15889,Private room,421,30,0,,,2,363
12883581,"lightly, spacious, and cozy room!",58410639,Susana,,Benito Juárez,19.38949,-99.16288,Private room,229,1,35,2019-05-07,1.01,1,72
12883898,Trendy Modern Condo in Great Location!,14369891,Sofía,,Benito Juárez,19.38099,-99.17658,Entire home/apt,688,2,23,2019-03-13,0.61,1,167
12884427,"Beautiful, small two story house!!",56064442,Mat,,Álvaro Obregón,19.3538,-99.18116,Entire home/apt,574,2,55,2019-06-18,1.70,1,179
12886927,Hermosa habitación  privada Polanco,70531535,Luis Alfonso,,Miguel Hidalgo,19.43534,-99.18862,Private room,382,1,10,2017-04-01,0.27,1,81
12891707,"Alameda Downtown Apartment, 1102",42700394,Hugo,,Cuauhtémoc,19.43407,-99.14523,Entire home/apt,937,1,95,2019-04-23,2.51,44,326
12891956,Adorable studio in Condesa,1497087,Penelope,,Cuauhtémoc,19.41231,-99.17683,Entire home/apt,765,1,223,2019-06-09,5.89,10,310
12899412,Sofá cama en sala en df,68136969,Adriana,,Benito Juárez,19.38643,-99.13997,Shared room,325,1,0,,,1,363
12900702,Beautifull Mini apartament CERCA DE SANTA FE,70666431,Vanessa,,Álvaro Obregón,19.34957,-99.21952,Private room,459,7,0,,,1,0
12901456,Beautiful Apt. close to World Trade Center,13345213,Elena,,Benito Juárez,19.39529,-99.17303,Entire home/apt,1243,2,50,2018-11-19,1.41,1,240
12904365,The most centered and beautiful house in Coyoacán,69886882,Ana Luisa,,Coyoacán,19.3485,-99.16287,Private room,898,2,30,2018-02-13,0.86,4,114
12910465,JUNIOR SUITE,70178179,Signature Suites,,Cuajimalpa de Morelos,19.35849,-99.27228,Private room,1931,1,0,,,4,365
12911273,JUNIOR SUITE TERRACE,70178179,Signature Suites,,Cuajimalpa de Morelos,19.35851,-99.27244,Private room,2237,1,1,2019-05-01,0.55,4,365
12911666,MASTER SUITE,70178179,Signature Suites,,Cuajimalpa de Morelos,19.35862,-99.27087,Private room,2428,1,1,2019-06-05,1,4,362
12913395,Urban Premium Room,37183129,Urban Oasis,,Benito Juárez,19.39028,-99.17035,Private room,593,1,22,2019-03-24,0.71,20,365
12914137,Polanco Mexico City Modern PH A/C Roof Garden,69186413,Gabriela,,Miguel Hidalgo,19.43302,-99.18628,Entire home/apt,3518,3,25,2019-03-21,1.17,2,0
12914326,Urban  Room Hostel,37183129,Urban Oasis,,Benito Juárez,19.39018,-99.17027,Shared room,593,1,11,2019-06-15,0.45,20,365
12914850,Modern 3 Bedroom Apt in Bosques de las Lomas,57741189,Víctor,,Cuajimalpa de Morelos,19.38614,-99.25402,Entire home/apt,3728,30,0,,,1,83
12927661,"The jungle, Condesa - Jaguar Room",2028671,Raúl,,Cuauhtémoc,19.40778,-99.16945,Private room,382,1,182,2019-06-06,5.00,3,358
12928323,Art deco department in center of condesa,49125312,Tania,,Cuauhtémoc,19.41177,-99.17485,Entire home/apt,1319,1,129,2019-05-29,3.49,13,255
12932702,⭐️ Cozy room in PH ROMA w/ terrace ☀️,46735462,Miguel,,Cuauhtémoc,19.40309,-99.1617,Private room,287,1,19,2019-06-09,0.50,6,365
12933605,Eclectic Urban Apartment with Private Balcony,12130503,Fernando,,Benito Juárez,19.39558,-99.1781,Private room,554,1,90,2019-06-18,2.38,19,344
12934894,Beauty & tranquility in ancient heart of Mexico,37632569,Ricardo,,Cuauhtémoc,19.43573,-99.13238,Private room,306,3,102,2019-06-06,2.72,4,67
12949146,10 min from International Airport MX..,69469055,Carmina,,Gustavo A. Madero,19.45219,-99.09172,Private room,306,1,31,2019-05-05,0.85,3,89
12949979,Hospedaje en las Lomas de Chapultepec,71138039,Rosi,,Miguel Hidalgo,19.43162,-99.21078,Private room,440,1,69,2019-06-16,1.82,1,338
12951673,Clean VALUE Location Groups 3BR 8Pax Roma Condesa,10917267,,,Cuauhtémoc,19.41894,-99.17537,Entire home/apt,1109,1,151,2019-06-08,4.02,43,55
12951949,Hospedaje en Lomas de Chapultepec,71162533,Ricardo,,Miguel Hidalgo,19.43168,-99.2113,Private room,440,1,15,2018-06-14,0.55,1,364
12952065,Polanco Confortable & Nice Room,49989917,Eugenia,,Miguel Hidalgo,19.43664,-99.19282,Private room,497,5,5,2016-08-08,0.13,1,353
12952812,Great located room in beautiful new apartment,71172155,Daniel,,Benito Juárez,19.3967,-99.17734,Private room,860,1,4,2018-03-16,0.17,1,0
12952832,Comfortable room LomasChapultepec,71171012,Ricardo,,Miguel Hidalgo,19.43144,-99.21095,Private room,497,1,0,,,1,338
12953066,"GREAT LOCATION, NEW APT WITH CONFORTABLE AMENITIES",862847,Lillian,,Miguel Hidalgo,19.4401,-99.18419,Entire home/apt,1529,3,2,2018-11-26,0.06,1,307
12953181,Casita Condesa con recamara individual en terraza,71173957,Diana,,Cuauhtémoc,19.41823,-99.17122,Private room,268,7,30,2019-05-18,0.87,2,324
12955785,Cuarto para estudiantes,44183957,Margarita,,Tlalpan,19.27992,-99.16313,Private room,1606,135,0,,,2,358
12956064,Lovely apartment Condesa 2 rooms,44203755,Brenda,,Cuauhtémoc,19.40831,-99.17074,Entire home/apt,4779,1,56,2019-04-21,1.50,2,170
12967698,"2-4 people flat, Colonial district",14118805,Mel,,Coyoacán,19.34635,-99.1689,Entire home/apt,860,4,0,,,2,0
12969252,"stylish apartment, great location!",860152,Cristina,,Cuauhtémoc,19.41765,-99.15953,Entire home/apt,822,2,52,2019-06-20,2.69,1,67
12971779,Nice privat room 15min walking to Coyocán district,32217982,Carlos Roberto,,Coyoacán,19.34317,-99.15114,Private room,249,2,0,,,1,362
12972081,Economic and centric room in Condesa,69919087,Daniel,,Cuauhtémoc,19.41114,-99.1813,Private room,210,1,38,2019-02-28,1.08,6,286
12972205,Loft a dos calles de la condesa,71351511,Fernando,,Miguel Hidalgo,19.40088,-99.17783,Entire home/apt,707,6,2,2016-09-01,0.06,1,327
12977883,"Sunny, cheerful apartment near UNAM",5324891,Maria,,Coyoacán,19.3353,-99.16015,Entire home/apt,1051,2,4,2018-08-26,0.11,3,362
12982455,De mochilazo =P,71483193,Montserrat,,Coyoacán,19.35613,-99.14321,Private room,229,1,35,2018-11-19,1.11,2,358
12984291,Nice bedrooms with shared prived bathroom,65754884,Omar,,Benito Juárez,19.38828,-99.14633,Private room,344,1,6,2018-04-06,0.19,1,89
12987817,Ciudad de México / México City,71537456,Manuel,,Cuauhtémoc,19.43373,-99.13353,Private room,382,1,0,,,1,364
12987905,Rento Habitación semi amueblada,71539829,Menfi,,Miguel Hidalgo,19.4523,-99.21294,Private room,7647,1,0,,,1,365
12989409,First-Class Aprtmnt next to Hyatt,10764020,Kike,,Miguel Hidalgo,19.42862,-99.19128,Entire home/apt,6691,1,54,2019-01-19,1.43,44,0
12989806,¡¡Viva Coyoacán!!,23199677,David,,Coyoacán,19.35611,-99.15624,Private room,287,1,36,2019-05-29,0.98,2,364
12989853,Luxurious Loft in Roma/Condesa (fully equipped),23549292,Eduardo,,Cuauhtémoc,19.42015,-99.1704,Entire home/apt,1472,3,152,2019-06-14,4.03,1,332
12991275,Habitación con baño propio,44458292,Isaac,,Benito Juárez,19.37499,-99.13754,Private room,4645,7,0,,,2,364
12999281,Loft Study in Centro Historico,7323488,Jimmie,,Cuauhtémoc,19.42811,-99.13865,Private room,382,1,47,2019-05-24,1.25,9,336
13002358,Departamento en Renta,71688684,Veronica,,Benito Juárez,19.38133,-99.18066,Entire home/apt,574,2,18,2019-02-14,0.64,1,52
13005458,Quinta con cuarto y baño independie,71719207,Angel,,Xochimilco,19.21095,-99.12068,Private room,401,1,0,,,1,365
13005588,Habitación o MiniDepa cerca del centro,71724539,Rodrigo,,Cuauhtémoc,19.449,-99.16389,Private room,497,1,0,,,1,365
13015112,MINISUITES,71814007,Luis,,Cuauhtémoc,19.40699,-99.17698,Private room,344,30,0,,,2,362
13016093,CUARTO CON BAÑO EN EXCELENTE CASA,44788429,Lors,,Cuauhtémoc,19.4012,-99.16836,Private room,1912,1,0,,,1,365
13016162,Luxury apartment. Near to UNAM & Coyoacán. Parking,71836274,Ramón,,Coyoacán,19.33485,-99.17758,Private room,306,1,0,,,1,113
13016237,Habitación independiente solo MUJERES México DF,64311894,Nora,,Benito Juárez,19.35788,-99.14254,Private room,401,1,0,,,1,327
13020898,Lovely Apartment in Midtown.,71892385,Laura,,Benito Juárez,19.39247,-99.16445,Private room,249,1,0,,,1,0
13028844,Roma Charm | Amazing Location,10764020,Kike,,Cuauhtémoc,19.42059,-99.16499,Entire home/apt,3422,1,62,2019-04-23,1.70,44,361
13029428,Hermosa habitacion col. Roma. Excelente ubicación.,71988261,Catalina,,Cuauhtémoc,19.42215,-99.15942,Private room,421,2,13,2019-04-25,0.37,2,303
13031092,Departamento amueblado,67978880,Hugo,,Benito Juárez,19.36448,-99.14986,Private room,10514,1,0,,,1,364
13031320,Gorgeous Condesa Home and Garden,614099,Danyra,,Cuauhtémoc,19.40737,-99.17881,Entire home/apt,8756,1,96,2019-06-08,2.54,1,321
13033121,"Santa Fe, Villa Verdun, linda casa",65422965,Lorena,,Álvaro Obregón,19.34097,-99.25514,Private room,401,1,75,2019-05-23,2.00,2,364
13038446,Apartment Downtown 605,42700394,Hugo,,Cuauhtémoc,19.43552,-99.14482,Entire home/apt,994,1,71,2019-05-05,1.89,44,348
13040432,La Casita de los Portales,72118065,Martha Lilia,,Benito Juárez,19.37122,-99.15115,Entire home/apt,593,1,2,2018-10-26,0.24,1,35
13046005,Habitación bien ubicada cerca de Carso y Antara,10822865,Erika,,Miguel Hidalgo,19.44323,-99.20634,Private room,765,1,1,2018-11-02,0.13,1,88
13046306,Nice apartment in  roma norte,72191164,Alfredo,,Cuauhtémoc,19.41772,-99.15697,Entire home/apt,1701,1,28,2019-05-26,0.76,1,170
13047631,Stylish Designer Apartment in Lomas Virreyes,3675629,Pâté,,Miguel Hidalgo,19.42305,-99.20468,Entire home/apt,1893,2,29,2019-06-21,0.84,10,304
13047975,MODERN APARTMENT IN PARQUES POLANCO - 3 PAX,72213863,Micasa,,Miguel Hidalgo,19.44066,-99.18598,Entire home/apt,1338,3,71,2019-05-27,2.09,2,162
13048127,Comfortable apartment in Parques Polanco - 6 PAX,72213863,Micasa,,Miguel Hidalgo,19.44146,-99.18418,Entire home/apt,1625,3,83,2019-06-17,2.38,2,168
13054031,Habitación en Roma Sur,65676495,Lucia,,Cuauhtémoc,19.40627,-99.16549,Private room,249,1,1,2016-05-19,0.03,1,0
13056396,Suite en depto. 3 recamaras.  Comodo. Bien ubicado,39018009,Silvia,,Cuauhtémoc,19.40217,-99.16929,Entire home/apt,898,3,1,2019-04-01,0.35,5,328
13057029,Great room in Condesa Area,39523959,Allan,,Cuauhtémoc,19.40688,-99.17068,Private room,516,2,9,2019-06-08,1.20,1,357
13057477,Cozy apartment  at 1 min Reforma,5700269,Ramón,,Cuauhtémoc,19.42821,-99.1688,Private room,765,2,27,2019-05-20,1.80,1,361
13065612,Comfortable house for all  (Close to the airport),27667789,Hedna,,Gustavo A. Madero,19.4742,-99.09495,Private room,344,1,2,2018-02-25,0.06,1,363
13065816,Top floor House of Light and Color.,25416724,Dora,,Coyoacán,19.33373,-99.17509,Private room,956,2,1,2016-08-26,0.03,7,300
13077038,Comfortable apartment and best location ever! 502,68433063,Ismael,,Cuauhtémoc,19.42666,-99.16927,Entire home/apt,1338,2,14,2019-06-18,0.83,2,256
13079704,Colorful Apartment with Balcony in Roma Sur.,32151836,Gerardo,,Cuauhtémoc,19.40159,-99.1672,Entire home/apt,1396,3,87,2019-06-17,2.32,1,108
13081386,Recámara con baño privado,72563469,Omar,,Álvaro Obregón,19.33813,-99.22974,Private room,382,2,0,,,1,179
13082328,❤️ of Roma | Rooftop | Balcony | Netflix,25751732,Graham,,Cuauhtémoc,19.42184,-99.15745,Entire home/apt,994,2,62,2019-05-30,1.65,1,80
13082776,Urban Jungalow,72579801,Julio,,Cuauhtémoc,19.42724,-99.13338,Private room,306,2,53,2019-06-09,1.42,1,344
13083231,Nice room in a beautiful Penthouse Real del Bosque,72587670,Hector,,Álvaro Obregón,19.38748,-99.22476,Private room,325,1,4,2018-12-10,0.11,1,362
13083251,"Centrally located, luxurious & secure near to WTC",29671026,Víctor Eugenio,,Benito Juárez,19.39593,-99.17254,Entire home/apt,1147,2,42,2019-05-19,1.14,1,312
13084124,Cabaña Espacio de Oyamel,71187468,Leonardo,,Tlalpan,19.24735,-99.2386,Private room,956,1,81,2019-05-12,2.27,1,81
13084548,"CDMX Group Stay 12pax, 6 bedrooms.",10764020,Kike,,Miguel Hidalgo,19.42951,-99.19233,Entire home/apt,13382,1,14,2019-02-18,0.41,44,351
13089856,Increible departamento Del Valle CdMx,32928666,Elena,,Benito Juárez,19.39351,-99.1681,Entire home/apt,1204,1,19,2019-05-19,1.48,1,149
13092532,Tlalpan acogedora con baño completo.Estadio Azteca,64616078,Maria Teresa,,Tlalpan,19.30107,-99.13401,Private room,344,2,19,2019-05-15,0.55,3,360
13092756,Beautiful and cozy bedroom at the best area,72688284,Cristina,,Cuauhtémoc,19.42421,-99.17045,Private room,268,1,3,2016-07-17,0.08,1,0
13093516,Habitación cerca del ITAM,67761105,Jorge,,Álvaro Obregón,19.33929,-99.19683,Private room,249,2,4,2018-05-05,0.11,7,193
13093690,"Lovely place, unbeatable location!",55357634,Santiago,,Cuauhtémoc,19.42995,-99.1573,Entire home/apt,1893,3,11,2018-04-01,0.31,2,364
13094292,Furnished Apartment in Roma Norte,62118966,Ivan,,Cuauhtémoc,19.42125,-99.16958,Entire home/apt,860,3,20,2019-02-28,0.56,3,194
13098943,"Ubicadísimo, en la zona mas chic de la CDMX",72758022,Casa Amatlan,,Cuauhtémoc,19.41053,-99.17621,Entire home/apt,1568,1,1,2017-06-19,0.04,1,365
13099370,"Lovely room, excellent location!",55357634,Santiago,,Cuauhtémoc,19.42828,-99.15908,Private room,918,30,2,2016-11-06,0.06,2,364
13099785,"Casa Moctezuma Coyoacan, Colonia El Carmen",72770846,Zulema,,Coyoacán,19.35048,-99.16052,Private room,2103,2,13,2019-01-07,0.38,3,364
13101167,Sunny room in Polanco,1627387,Elena Maria & Alberto,,Miguel Hidalgo,19.43274,-99.18355,Private room,1109,2,19,2018-10-05,0.51,3,364
13102196,La casa de Suri,36816842,Daniela,,Cuauhtémoc,19.41423,-99.15592,Private room,382,15,0,,,1,0
13110981,Modern appartment in Santa Fe,71186331,Nicole,,Álvaro Obregón,19.37592,-99.2519,Entire home/apt,2256,1,4,2017-09-15,0.11,1,61
13113108,Beautiful apartment near Condesa park!!,40426542,Arlen & Tali,,Cuauhtémoc,19.40795,-99.16853,Entire home/apt,1606,2,78,2019-06-05,2.59,3,57
13115793,Beautiful 50's Building / 3 Bedrooms Apartment,2781910,Cristian,,Cuauhtémoc,19.42069,-99.15557,Entire home/apt,1147,2,0,,,2,0
13116411,"Room 4 House of Light and Color, Coyoacan.",25416724,Dora,,Coyoacán,19.33511,-99.17688,Private room,478,2,13,2018-04-13,0.35,7,233
13123441,Cozy room close to ITAM,67761105,Jorge,,Álvaro Obregón,19.3413,-99.19777,Private room,249,2,8,2019-03-13,0.25,7,215
13125353,Cómoda Habitación Privada muy bien ubicada,28628593,Sabine Y Eduardo,,La Magdalena Contreras,19.3147,-99.22218,Private room,287,1,55,2019-05-12,1.51,18,365
13125389,Amazing 1  BR Apartment,73055311,Eithel,,Miguel Hidalgo,19.40024,-99.17925,Entire home/apt,1090,2,47,2019-06-09,1.26,1,176
13126872,Amazingly well located apartment in Chapultepec.,73072248,Miguel Angel,,Miguel Hidalgo,19.41403,-99.18341,Private room,440,1,31,2018-04-08,0.88,1,89
13128142,"Beautiful, Cozy and Huge Apartment, Col.Del Valle.",72941967,Guisela,,Benito Juárez,19.39347,-99.16143,Entire home/apt,1434,1,73,2019-05-26,1.97,2,179
13128590,Beautiful apartment in Condesa,17701797,Isabel Abascal,,Cuauhtémoc,19.41243,-99.17414,Private room,707,2,10,2016-11-21,0.27,1,0
13128693,QUIET apt in the HOTTEST spot @ CONDESA 6 guests,10917267,,,Cuauhtémoc,19.41348,-99.17354,Entire home/apt,1319,1,50,2019-04-08,1.33,43,63
13128938,Tesoro Los Cabos Studio Condo~Sleeps 4,52651623,Terry,,Gustavo A. Madero,19.50001,-99.10253,Entire home/apt,1701,7,0,,,1,0
13129583,Urban Room Hostel,37183129,Urban Oasis,,Benito Juárez,19.39051,-99.16989,Shared room,210,1,14,2019-04-07,0.72,20,365
13136739,Top Floor in Heart of Condesa,23093155,Armando,,Cuauhtémoc,19.40992,-99.17381,Entire home/apt,459,2,0,,,1,0
13138472,Beautiful apartment,73213180,Jesús,,Cuauhtémoc,19.4291,-99.14878,Entire home/apt,516,1,56,2019-05-28,1.52,1,63
13140756,Host Family in Mexico City,73242340,Tere,,Venustiano Carranza,19.43064,-99.05649,Entire home/apt,421,1,91,2019-06-15,2.57,2,88
13145319,"Super Suite Pool & Gym, Cinema, Polanco Area",5755202,Andres,,Miguel Hidalgo,19.43984,-99.18197,Entire home/apt,1510,3,39,2019-02-23,1.06,40,78
13150042,Cozy Place in a central and beautiful area,51874701,Brenda,,Benito Juárez,19.38928,-99.1883,Private room,287,1,10,2019-06-18,0.28,1,365
13153872,1 bedroom studio in Condesa F.,15400999,Rigoberto,,Cuauhtémoc,19.41983,-99.17366,Entire home/apt,1109,4,15,2019-04-08,0.41,7,309
13154220,A unique zone in Mexico City,72794996,Carmen,,Miguel Hidalgo,19.4197,-99.2061,Private room,707,2,4,2018-10-05,0.15,1,327
13155427,"Departamento luminoso, Centro Condesa, Mexico DF",73429703,Lucas,,Cuauhtémoc,19.41506,-99.1677,Entire home/apt,803,2,0,,,1,0
13156231,Cozy loft style apartment with a great location,68000665,Carla,,Benito Juárez,19.39455,-99.17542,Entire home/apt,707,3,75,2019-03-23,2.05,1,0
13157322,Rento cuarto amueblado - Santa Fe DF (9000mxn/mes),52028301,Luis,,Cuajimalpa de Morelos,19.35684,-99.27565,Private room,9004,1,0,,,1,0
13161164,The best location in the Big City! 2BR+1,2346707,Margarita,,Cuauhtémoc,19.42784,-99.16151,Entire home/apt,956,3,42,2018-11-20,1.14,3,243
13165053,LOCATION! Cozy and Spacious Apartment in Polanco,24175490,Regina,,Miguel Hidalgo,19.43627,-99.20949,Private room,956,1,2,2017-11-30,0.08,1,88
13166216,"Bright, Modern, Cozy Apartment & Great Location",70270847,Margarita,,Cuauhtémoc,19.41927,-99.17141,Entire home/apt,994,2,28,2019-06-16,0.75,1,48
13166630,Nice private room,48534029,Jose M,,Coyoacán,19.34124,-99.18382,Private room,191,1,4,2018-07-27,0.12,1,0
13166841,GREAT LOCATION TO EXPLORE COYOACAN.,73545292,José Joaquín,,Coyoacán,19.34091,-99.16798,Entire home/apt,956,2,72,2019-06-23,2.40,2,365
13168721,Room for rent - August,73573863,María Edmé,,Cuauhtémoc,19.41396,-99.17269,Private room,287,1,0,,,1,0
13169478,Casa Condesa,73582011,Jacques,,Cuauhtémoc,19.40972,-99.17807,Private room,497,7,0,,,1,296
13171204,A seis cuadras del museo FRIDA KALO,73602081,Marcela,,Benito Juárez,19.36005,-99.16137,Private room,707,1,0,,,1,364
13173866,Habitación en Casa Colonial Mexican,73635641,Eva,,Álvaro Obregón,19.32617,-99.20213,Private room,2122,1,0,,,1,365
13173919,"Area  VIP, segura, céntrica, triple ""A"" turística",68768013,Juan,,Miguel Hidalgo,19.43785,-99.21138,Shared room,1529,1,0,,,3,87
13175175,"Room in Brand New Apartment, Centric location",73653575,Gabriela,,Benito Juárez,19.38152,-99.19117,Private room,210,2,101,2019-06-16,2.95,1,318
13175256,Cómoda habitación con todos los servicios.,40746286,Uriel Abraham,,Álvaro Obregón,19.33731,-99.21546,Private room,287,1,0,,,1,0
13175922,Amplia habitación con excelente ubicación.,73667215,Alex,,Benito Juárez,19.38091,-99.16305,Private room,497,1,0,,,1,177
13187284,ZenRoom,73784206,Alejandra,,Benito Juárez,19.40236,-99.15333,Private room,344,2,3,2017-07-20,0.09,3,0
13190126,"Departamento ideal parejas, mascota, INDEPENDIENTE",73446222,Adrian,,Tlalpan,19.28181,-99.19099,Private room,382,3,0,,,1,362
13191591,"PLINIO 6 · The greatest view of Polanco ""Plinio Botanical""",72969330,Nathalie,,Miguel Hidalgo,19.43693,-99.20653,Entire home/apt,4206,1,69,2019-05-27,1.90,23,332
13191844,Private bedroom and bathroom art deco,73841545,Habacuc Carlos,,Cuauhtémoc,19.40394,-99.16853,Private room,306,2,5,2019-02-20,0.34,2,1
13192022,Habitación en Barrio Cultural y Centrico en el DF,73842286,LaEmbajada,,Cuauhtémoc,19.44521,-99.15645,Private room,574,6,0,,,2,358
